,Unnamed: 0,Ticker,ESG Score,Country
2361,2361,FRTSX,22.63,Sweden
2362,2362,VAGGX,22.29,USA
2363,2363,RYPDX,25.5,USA
2364,2364,VEIRX,24.38,USA
2365,2365,FAGNX,34.82,USA
2366,2366,FBFZX,26.67,USA
2367,2367,PRJZX,21.12,USA
2368,2368,EARAX,24.52,USA
2369,2369,PJGRX,21.04,USA
2370,2370,IARYX,15.76,USA
2371,2371,SCAYX,22.64,USA
2372,2372,DRDIX,22.29,USA
2373,2373,THDAX,24.77,USA
2374,2374,DFLVX,23.77,USA
2375,2375,POGCX,20.97,USA
2376,2376,FRGOX,37.8,USA
2377,2377,NGCCX,25.18,USA
2378,2378,TMDPX,22.86,USA
2379,2379,FMGKX,20.06,USA
2380,2380,BUFGX,19.61,USA
2381,2381,USPVX,22.77,USA
2382,2382,SSSFX,29.15,USA
2383,2383,RDCCX,23.17,USA
2384,2384,DHLRX,23.41,USA
2385,2385,AACTX,23.8,USA
2386,2386,QCACX,21.96,USA
2387,2387,HCPSX,25.71,USA
2388,2388,ITHRX,22.91,USA
2389,2389,PRGTX,21.04,USA
2390,2390,MTCLX,19.91,USA
2391,2391,NPRTX,28.59,USA
2392,2392,MI9T.SW,33.16,
2393,2393,AGTHX,23.63,USA
2394,2394,XCHIX,26.8,USA
2395,2395,CFSIX,21.59,USA
2396,2396,ABECX,20.8,USA
2397,2397,ULPIX,21.86,USA
2398,2398,JISIX,22.43,USA
2399,2399,RYFIX,21.12,USA
2400,2400,OGLYX,20.15,USA
2401,2401,VCGAX,21.68,USA
2402,2402,JGIRX,20.11,USA
2403,2403,CCDTX,23.45,USA
2404,2404,BEQGX,21.66,USA
2405,2405,FSDAX,36.66,USA
2406,2406,RLGCX,22.71,USA
2407,2407,CSDRX,23.27,USA
2408,2408,FIDKX,21.74,USA
2409,2409,CGICX,28.54,USA
2410,2410,PNVRX,27.35,USA
2411,2411,VCSVX,28.71,USA
2412,2412,FSCRX,22.94,USA
2413,2413,OSCYX,28.91,USA
2414,2414,AMGCX,23.45,USA
2415,2415,IVVYX,22.89,USA
2416,2416,MSDVX,24.87,USA
2417,2417,S3769.MC,22.21,Spain
2418,2418,SAOCX,23.9,USA
2419,2419,VIMSX,23.16,USA
2420,2420,NEWCX,25.24,USA
2421,2421,PSSNX,28.1,USA
2422,2422,VGHCX,26.36,USA
2423,2423,ASMMX,22.57,USA
2424,2424,DSEFX,20.44,USA
2425,2425,PMVBX,21.86,USA
2426,2426,ACVUX,22.38,USA
2427,2427,AFIFX,23.39,USA
2428,2428,TRWAX,22.82,USA
2429,2429,PABGX,21.51,USA
2430,2430,DHSIX,29.95,USA
2431,2431,NWHOX,20.7,USA
2432,2432,WFQYX,24.52,USA
2433,2433,S1257.MC,21.54,Spain
2434,2434,JNBAX,24.99,USA
2435,2435,S3465.MC,22.95,Spain
2436,2436,VGICX,23.27,USA
2437,2437,FFFHX,23.39,USA
2438,2438,BGFIX,21.74,USA
2439,2439,EPGAX,23.04,USA
2440,2440,CICCX,23.49,USA
2441,2441,JANBX,21.26,USA
2442,2442,HERYX,27.4,USA
2443,2443,ARDEX,23.02,USA
2444,2444,JVAIX,23.63,USA
2445,2445,SPRAX,24.35,USA
2446,2446,IHSSX,27.8,USA
2447,2447,AIVKX,22.79,USA
2448,2448,DFGBX,17.53,USA
2449,2449,S1595.MC,22.74,Spain
2450,2450,WBIIX,20.89,USA
2451,2451,JAQDX,23.41,USA
2452,2452,MYISX,26.1,USA
2453,2453,OGEAX,22.05,USA
2454,2454,ERBAX,24.14,USA
2455,2455,GRMCX,22.05,USA
2456,2456,GRMRX,22.05,USA
2457,2457,TGVFX,21.13,USA
2458,2458,PGSGX,27.68,USA
2459,2459,RWMGX,23.2,USA
2460,2460,TIBAX,22.31,USA
2461,2461,TVFMX,22.17,USA
2462,2462,LCEAX,25.13,USA
2463,2463,PEYAX,24.66,USA
2464,2464,CNPSX,23.58,USA
2465,2465,JDESX,21.59,USA
2466,2466,SWNRX,22.71,Sweden
2467,2467,PCBIX,23.04,USA
2468,2468,HBLAX,25.26,USA
2469,2469,TRAMX,26.82,USA
2470,2470,JRTTX,23.29,USA
2471,2471,JGACX,21.28,USA
2472,2472,GABOX,28.82,USA
2473,2473,CCRZX,21.76,USA
2474,2474,GSYRX,26.01,USA
2475,2475,PRSGX,23.54,USA
2476,2476,JRSTX,23.53,USA
2477,2477,IIGPX,24.82,USA
2478,2478,JBBSX,23.79,USA
2479,2479,WSTYX,21.75,USA
2480,2480,NUGIX,21.36,USA
2481,2481,S3293.MC,23.14,Spain
2482,2482,REREX,24.1,USA
2483,2483,MIPIX,22.61,USA
2484,2484,SSIQX,22.15,USA
2485,2485,TASCX,32.81,USA
2486,2486,MTRAX,24.02,USA
2487,2487,JPPIX,24.85,USA
2488,2488,VTTSX,23.32,USA
2489,2489,VWINX,24.7,USA
2490,2490,RESIX,24.79,USA
2491,2491,JAQTX,23.41,USA
2492,2492,JRLGX,24.54,USA
2493,2493,WAIGX,23.75,USA
2494,2494,PTDMX,23.02,Sweden
2495,2495,MFWIX,22.83,USA
2496,2496,FITRX,24.16,USA
2497,2497,MCGFX,20.4,USA
2498,2498,VTRIX,23.21,USA
2499,2499,PSSJX,28.1,USA
2500,2500,SWLSX,20.71,USA
2501,2501,PXSGX,22.31,USA
2502,2502,GTDYX,25.06,USA
2503,2503,WGGNX,20.33,USA
2504,2504,FSEAX,24.31,USA
2505,2505,LMASX,26.67,USA
2506,2506,HHEVF.AS,21.78,Netherlands
2507,2507,OIBFX,23.16,USA
2508,2508,MSSFX,28.37,USA
2509,2509,MIECX,19.0,USA
2510,2510,RSLCX,26.16,USA
2511,2511,AAIPX,22.7,USA
2512,2512,OEGAX,22.71,USA
2513,2513,DGFYX,22.91,USA
2514,2514,RGGAX,23.47,USA
2515,2515,JCAVX,24.47,Sweden
2516,2516,AKRIX,17.95,USA
2517,2517,INFIX,30.4,USA
2518,2518,PGVFX,22.01,USA
2519,2519,VIGAX,20.54,USA
2520,2520,DFUKX,22.67,USA
2521,2521,S3103.MC,24.69,Spain
2522,2522,JFFIX,22.26,USA
2523,2523,TVVIX,23.53,USA
2524,2524,THCGX,26.23,USA
2525,2525,MGAFX,21.58,USA
2526,2526,DGAGX,20.92,USA
2527,2527,CAMOX,23.9,USA
2528,2528,TMCPX,24.64,USA
2529,2529,JIGFX,22.61,USA
2530,2530,AROAX,23.04,USA
2531,2531,NLSCX,23.09,USA
2532,2532,MPILX,22.46,USA
2533,2533,DPREX,24.72,USA
2534,2534,FZAPX,22.99,USA
2535,2535,AYBLX,22.19,USA
2536,2536,FARCX,16.07,USA
2537,2537,BBISX,23.46,USA
2538,2538,FDCAX,23.31,USA
2539,2539,VFFVX,23.32,USA
2540,2540,OPGSX,38.17,USA
2541,2541,WCPIX,22.83,USA
2542,2542,IMLAX,23.34,USA
2543,2543,BMEAX,25.42,USA
2544,2544,PTDPX,23.02,Sweden
2545,2545,PREFX,21.11,USA
2546,2546,CSGYX,28.59,USA
2547,2547,DFGFX,17.1,USA
2548,2548,DSGCX,27.67,USA
2549,2549,MSARX,24.81,USA
2550,2550,SPSAX,28.13,USA
2551,2551,CNWFX,25.24,USA
2552,2552,ATWYX,22.66,USA
2553,2553,RRGCX,15.97,USA
2554,2554,IEOHX,21.43,USA
2555,2555,IVCSX,27.4,USA
2556,2556,OPMNX,22.77,USA
2557,2557,IWPVX,23.92,USA
2558,2558,IIRGX,22.79,USA
2559,2559,FBDIX,30.1,USA
2560,2560,SCIUX,22.64,USA
2561,2561,QFVIX,21.95,USA
2562,2562,YAFIX,22.51,USA
2563,2563,PBEAX,23.26,USA
2564,2564,JEEFX,25.78,USA
2565,2565,MMUFX,29.17,USA
2566,2566,FTCHX,20.32,USA
2567,2567,AWAYX,22.63,USA
2568,2568,HWCAX,25.33,USA
2569,2569,ATNNX,21.57,USA
2570,2570,KOF1.F,27.74,Germany
2571,2571,PHSYX,25.87,USA
2572,2572,TWUIX,21.51,USA
2573,2573,MOSAX,21.67,USA
2574,2574,BIPIX,23.69,USA
2575,2575,MFEBX,23.87,USA
2576,2576,IJSIX,26.88,USA
2577,2577,PRGIX,23.19,USA
2578,2578,ARWOX,23.25,USA
2579,2579,JWWFX,22.33,USA
2580,2580,SMVTX,23.2,USA
2581,2581,LAGWX,28.79,USA
2582,2582,JVLTX,23.27,USA
2583,2583,EACPX,20.65,USA
2584,2584,RYEAX,35.21,USA
2585,2585,DPRRX,24.72,USA
2586,2586,RERAX,24.1,USA
2587,2587,EMGNX,24.48,USA
2588,2588,VTSAX,22.77,USA
2589,2589,USMIX,26.37,USA
2590,2590,RYFAX,21.12,USA
2591,2591,DWGAX,26.43,USA
2592,2592,VWNFX,23.33,USA
2593,2593,SUVCX,24.2,USA
2594,2594,IWRFX,31.74,USA
2595,2595,PGNBX,23.2,USA
2596,2596,IEMFX,24.2,USA
2597,2597,PTDIX,23.02,USA
2598,2598,HFEAX,21.65,USA
2599,2599,MPEGX,22.52,USA
2600,2600,NRCFX,15.59,USA
2601,2601,TMLCX,22.0,USA
2602,2602,FFFEX,23.76,USA
2603,2603,FIDCX,25.01,USA
2604,2604,SPXKX,22.05,USA
2605,2605,PCSSX,23.16,USA
2606,2606,MNDCX,25.22,USA
2607,2607,TCLFX,23.58,USA
2608,2608,GSCZX,28.25,USA
2609,2609,USSCX,24.75,USA
2610,2610,SILVX,20.25,USA
2611,2611,S3673.MC,23.57,Spain
2612,2612,NCBGX,22.31,USA
2613,2613,ISFAX,26.52,USA
2614,2614,JUECX,21.79,USA
2615,2615,S3438.MC,23.1,Spain
2616,2616,CSVFX,21.93,USA
2617,2617,TEMMX,27.09,USA
2618,2618,JGDAX,25.1,USA
2619,2619,S3052.MC,22.55,Spain
2620,2620,UGOFX,21.21,USA
2621,2621,PJORX,23.51,USA
2622,2622,DSCVX,28.71,USA
2623,2623,GGGIX,19.76,USA
2624,2624,FEDTX,27.63,USA
2625,2625,NBPTX,28.59,USA
2626,2626,RAFEX,22.86,USA
2627,2627,FMILX,26.17,USA
2628,2628,AIBLX,23.1,USA
2629,2629,GQLOX,20.81,USA
2630,2630,EACVX,24.57,USA
2631,2631,HWLAX,25.54,USA
2632,2632,FRSLX,23.77,USA
2633,2633,TISEX,28.61,USA
2634,2634,TSALX,22.83,USA
2635,2635,POAGX,25.21,USA
2636,2636,HACCX,23.6,USA
2637,2637,FIVQX,23.7,USA
2638,2638,HGHIX,27.92,USA
2639,2639,DPRIX,20.69,USA
2640,2640,WMMCX,31.14,USA
2641,2641,POVSX,20.67,USA
2642,2642,MIDLX,23.68,USA
2643,2643,JGRTX,22.5,USA
2644,2644,RSNYX,41.21,USA
2645,2645,PRISX,25.74,USA
2646,2646,HQIYX,24.26,USA
2647,2647,PSBSX,28.59,Sweden
2648,2648,GIGAX,23.0,USA
2649,2649,FBSOX,19.0,USA
2650,2650,SDVGX,22.06,USA
2651,2651,ZKRS.SW,29.78,
2652,2652,JDBAX,21.26,USA
2653,2653,OTCFX,28.53,USA
2654,2654,PROAX,23.32,USA
2655,2655,FSHCX,21.07,USA
2656,2656,LTSGX,23.67,USA
2657,2657,ROLG.AS,19.46,Netherlands
2658,2658,FXIFX,23.14,USA
2659,2659,MSAVX,24.81,USA
2660,2660,NQCCX,24.53,USA
2661,2661,MLTCX,23.07,USA
2662,2662,PTCSX,23.29,Sweden
2663,2663,TVRVX,18.13,USA
2664,2664,BOPCX,21.41,USA
2665,2665,TCRIX,23.4,Sweden
2666,2666,WTTRX,24.53,USA
2667,2667,CUSIX,26.83,USA
2668,2668,BIBDX,21.33,USA
2669,2669,FESGX,22.97,USA
2670,2670,GOLD5+A.MX,22.96,Mexico
2671,2671,JRIQX,23.23,USA
2672,2672,JFEAX,23.87,USA
2673,2673,PPGRX,21.22,USA
2674,2674,PRFEX,23.79,USA
2675,2675,UDPIX,24.11,USA
2676,2676,QSMLX,27.94,USA
2677,2677,WFGGX,22.09,USA
2678,2678,DRIPX,24.57,USA
2679,2679,EMICX,20.08,USA
2680,2680,MVCJX,24.57,USA
2681,2681,RCEYX,24.14,USA
2682,2682,AIVSX,23.49,USA
2683,2683,FRBRX,30.1,USA
2684,2684,RPMIX,26.85,USA
2685,2685,RYOAX,28.05,USA
2686,2686,NSVAX,29.73,USA
2687,2687,GABUX,31.89,USA
2688,2688,DFEMX,27.37,USA
2689,2689,BRGPX,23.27,USA
2690,2690,QIVAX,21.12,USA
2691,2691,SLASX,22.45,USA
2692,2692,ETFOX,23.77,USA
2693,2693,GFFFX,23.63,USA
2694,2694,JSVDX,28.26,USA
2695,2695,CISGX,21.59,USA
2696,2696,NINDX,22.05,USA
2697,2697,GHAAX,32.7,USA
2698,2698,VEUPX,21.64,USA
2699,2699,LSSCX,27.92,USA
2700,2700,MLRTX,20.01,USA
2701,2701,AUIRX,21.71,USA
2702,2702,BIAWX,20.3,USA
2703,2703,PAGRX,24.71,USA
2704,2704,POICX,22.95,USA
2705,2705,NGQAX,21.79,USA
2706,2706,POGRX,24.9,USA
2707,2707,DFUSX,22.05,USA
2708,2708,MTSMX,22.75,USA
2709,2709,GIFFX,24.77,USA
2710,2710,CAAAX,22.52,USA
2711,2711,TCWCX,26.23,USA
2712,2712,TLVIX,23.59,USA
2713,2713,NWJDX,20.33,USA
2714,2714,DEUCX,20.29,USA
2715,2715,HCKAX,22.95,USA
2716,2716,FIIAX,24.06,USA
2717,2717,JSSM.SW,24.96,
2718,2718,PHLCX,29.13,USA
2719,2719,DODGX,22.36,USA
2720,2720,OSTFX,21.06,USA
2721,2721,VRGWX,20.69,USA
2722,2722,HIOCX,21.67,USA
2723,2723,RTSSX,26.17,USA
2724,2724,NAESX,26.39,USA
2725,2725,PQSAX,28.63,USA
2726,2726,JNVSX,20.36,USA
2727,2727,INVEXTKA.MX,24.65,Mexico
2728,2728,FSJHX,22.99,USA
2729,2729,ATSNX,29.04,USA
2730,2730,VIGIX,20.54,USA
2731,2731,RTIYX,22.9,USA
2732,2732,HICSX,23.86,Sweden
2733,2733,RYTFX,27.45,USA
2734,2734,BAFHX,22.31,USA
2735,2735,MEDRX,26.46,USA
2736,2736,NMFIX,24.48,USA
2737,2737,TVVAX,23.53,USA
2738,2738,OEGNX,22.71,USA
2739,2739,MXMDX,25.03,USA
2740,2740,GSRLX,22.88,USA
2741,2741,FLVCX,23.44,USA
2742,2742,VMCVX,25.72,USA
2743,2743,ABPYX,23.23,USA
2744,2744,EQTIX,22.76,USA
2745,2745,FLMVX,23.62,USA
2746,2746,JENHX,23.45,USA
2747,2747,AROIX,23.04,USA
2748,2748,DBMYX,25.75,USA
2749,2749,RCGHX,27.05,USA
2750,2750,VSTBX,24.29,USA
2751,2751,TRFFX,23.49,USA
2752,2752,TSCIX,27.83,Sweden
2753,2753,VWMIX,25.65,USA
2754,2754,JIVCX,23.1,USA
2755,2755,WFQUX,23.42,USA
2756,2756,FKGRX,21.23,USA
2757,2757,FGTIX,22.17,Sweden
2758,2758,HISIX,20.97,USA
2759,2759,MCMVX,23.66,USA
2760,2760,S2225.MC,21.53,Spain
2761,2761,ICGEX,22.52,USA
2762,2762,JLIFX,24.06,USA
2763,2763,AMEFX,24.39,USA
2764,2764,WFFAX,24.89,USA
2765,2765,ECASX,23.41,USA
2766,2766,PPTCX,22.93,USA
2767,2767,NASDX,20.9,USA
2768,2768,DFELX,22.71,USA
2769,2769,OTCBX,21.88,USA
2770,2770,JPPSX,24.85,USA
2771,2771,BAAPX,22.95,USA
2772,2772,GUIQX,24.33,USA
2773,2773,WGFCX,23.31,USA
2774,2774,FBTTX,30.56,USA
2775,2775,STBIX,22.05,USA
2776,2776,FOCPX,21.71,USA
2777,2777,TRIGX,24.15,USA
2778,2778,WILCX,25.21,USA
2779,2779,TCREX,16.27,USA
2780,2780,RMFAX,22.63,USA
2781,2781,PSIJX,28.06,USA
2782,2782,NQCRX,24.53,USA
2783,2783,PACLX,24.18,USA
2784,2784,LVPIX,23.77,USA
2785,2785,MWEIX,20.91,USA
2786,2786,VITPX,22.77,USA
2787,2787,USAAX,21.17,USA
2788,2788,QUAIX,28.78,USA
2789,2789,NEXTX,24.57,USA
2790,2790,JRHQX,23.63,USA
2791,2791,BSFIX,25.53,USA
2792,2792,FEAFX,20.63,USA
2793,2793,ECFGX,21.22,USA
2794,2794,FSTUX,26.04,USA
2795,2795,BDSHX,23.0,USA
2796,2796,EIFVX,25.39,USA
2797,2797,INIVX,35.61,USA
2798,2798,HFMIX,24.79,USA
2799,2799,VTTHX,23.28,USA
2800,2800,GQETX,20.81,USA
2801,2801,FZAHX,22.8,USA
2802,2802,KINAX,19.98,USA
2803,2803,IGEAX,21.15,USA
2804,2804,EQICX,25.74,USA
2805,2805,FDSTX,20.68,Sweden
2806,2806,NWCFX,18.81,USA
2807,2807,PRAAX,23.55,USA
2808,2808,HARPX,24.18,USA
2809,2809,JSGZX,27.68,USA
2810,2810,JVMSX,24.69,USA
2811,2811,IVVIX,26.11,USA
2812,2812,MRLOX,22.64,USA
2813,2813,FKUTX,31.49,USA
2814,2814,IARAX,15.76,USA
2815,2815,LOMMX,22.31,USA
2816,2816,PMFJX,25.24,USA
2817,2817,JNGSX,17.35,USA
2818,2818,AATIX,27.64,USA
2819,2819,USCOX,25.07,USA
2820,2820,FGIRX,24.16,USA
2821,2821,ADNAX,27.22,USA
2822,2822,PESPX,25.24,USA
2823,2823,LEDCX,33.71,USA
2824,2824,TPCIX,28.05,USA
2825,2825,JILAX,23.93,USA
2826,2826,VGSIX,15.86,USA
2827,2827,TEMQX,24.4,USA
2828,2828,CHDPX,23.44,USA
2829,2829,ATRIX,22.15,USA
2830,2830,IPETX,24.29,USA
2831,2831,IDXRX,23.14,USA
2832,2832,ARTLX,22.73,USA
2833,2833,DFPRX,22.75,USA
2834,2834,TASVX,27.83,USA
2835,2835,NWMHX,23.89,USA
2836,2836,AEEIX,16.64,USA
2837,2837,SCETX,26.13,USA
2838,2838,UISCX,28.05,USA
2839,2839,FAGKX,22.04,USA
2840,2840,TBGVX,23.15,USA
2841,2841,NNGCX,22.12,USA
2842,2842,NMPAX,25.22,USA
2843,2843,PIFCX,26.82,USA
2844,2844,NMCCX,23.38,USA
2845,2845,CHTRX,21.72,USA
2846,2846,MMIYX,23.79,USA
2847,2847,GGFRX,22.05,USA
2848,2848,OAKEX,21.87,USA
2849,2849,BAPGX,23.6,USA
2850,2850,MINYX,21.65,USA
2851,2851,RYVYX,20.82,USA
2852,2852,PNVAX,24.99,USA
2853,2853,BSCFX,25.53,USA
2854,2854,WFTYX,24.28,USA
2855,2855,IOEZX,22.75,USA
2856,2856,ALCZX,22.16,USA
2857,2857,PLTJX,23.29,USA
2858,2858,SBLGX,20.21,USA
2859,2859,MGINX,22.43,USA
2860,2860,EAALX,20.5,USA
2861,2861,PVSCX,27.69,USA
2862,2862,GTEYX,22.08,USA
2863,2863,IFAFX,24.39,USA
2864,2864,JWGRX,22.33,USA
2865,2865,BPAVX,24.93,USA
2866,2866,RYAWX,21.15,USA
2867,2867,DTLGX,21.11,USA
2868,2868,MFUAX,24.42,USA
2869,2869,OSVCX,29.04,USA
2870,2870,SUVZX,24.2,USA
2871,2871,RSIYX,25.98,USA
2872,2872,RBACX,23.66,USA
2873,2873,URFFX,23.4,USA
2874,2874,SBBAX,24.22,USA
2875,2875,HGOCX,22.8,USA
2876,2876,JQLAX,23.93,USA
2877,2877,VTIVX,23.32,USA
2878,2878,LMEAX,23.04,USA
2879,2879,CPNYX,27.64,USA
2880,2880,BGPSF.AS,15.27,Netherlands
2881,2881,RSVIX,28.58,Sweden
2882,2882,S1278.MC,26.11,Spain
2883,2883,MCJAX,29.14,USA
2884,2884,ASPZX,21.05,USA
2885,2885,FRNRX,33.2,USA
2886,2886,VWELX,22.59,USA
2887,2887,MMQAX,28.61,USA
2888,2888,PXWIX,20.75,USA
2889,2889,RRGTX,15.97,USA
2890,2890,BVAOX,27.91,USA
2891,2891,MLPEX,37.28,USA
2892,2892,PWBCX,22.15,USA
2893,2893,HGHCX,27.92,USA
2894,2894,SCINX,22.94,USA
2895,2895,ABNIX,24.22,USA
2896,2896,FTQGX,20.54,USA
2897,2897,MAPOX,24.09,USA
2898,2898,MRYSX,23.41,USA
2899,2899,PRNEX,28.57,USA
2900,2900,RNCCX,24.72,USA
2901,2901,JVIAX,20.24,USA
2902,2902,GGSCX,22.23,USA
2903,2903,VEXAX,26.08,USA
2904,2904,AMLPX,34.49,USA
2905,2905,AIGYX,16.12,USA
2906,2906,RDLAX,20.84,USA
2907,2907,PQIIX,24.55,USA
2908,2908,AMECX,24.39,USA
2909,2909,FAIRX,25.66,USA
2910,2910,WLCVX,24.68,USA
2911,2911,RFNCX,23.39,USA
2912,2912,VILLX,26.13,USA
2913,2913,TWSIX,20.26,USA
2914,2914,ISMOX,23.38,USA
2915,2915,SAGCX,21.93,USA
2916,2916,PAADX,22.97,USA
2917,2917,WFQAX,24.52,USA
2918,2918,OARBX,25.17,USA
2919,2919,H61Q.SG,24.23,Germany
2920,2920,RICFX,23.49,USA
2921,2921,AUIKX,21.71,USA
2922,2922,ITHAX,22.91,USA
2923,2923,GGOAX,21.93,Sweden
2924,2924,MGOTX,23.58,USA
2925,2925,RYSVX,26.81,USA
2926,2926,JVAAX,23.63,USA
2927,2927,JRLVX,23.23,USA
2928,2928,ERDF.SW,31.87,
2929,2929,ROFCX,29.81,USA
2930,2930,LDFVX,23.97,USA
2931,2931,HACSX,23.86,USA
2932,2932,RIGGX,23.11,USA
2933,2933,OAKIX,23.7,USA
2934,2934,DNVYX,22.56,USA
2935,2935,GSMGX,26.38,USA
2936,2936,AIOIX,24.4,USA
2937,2937,CCCCX,32.5,USA
2938,2938,590104.BO,30.09,
2939,2939,S1064.MC,25.53,Spain
2940,2940,FPACX,26.12,USA
2941,2941,FGRIX,24.11,USA
2942,2942,IMSCX,24.08,USA
2943,2943,BRESX,21.04,USA
2944,2944,FFEFX,23.75,USA
2945,2945,GDIIX,25.03,USA
2946,2946,STSCX,26.68,USA
2947,2947,VDIPX,23.16,USA
2948,2948,BRUFX,29.37,USA
2949,2949,GSRKX,21.52,USA
2950,2950,SWISX,22.32,USA
2951,2951,GTSFX,26.58,USA
2952,2952,IHORX,21.67,USA
2953,2953,JAPIX,24.64,USA
2954,2954,JVLIX,23.43,USA
2955,2955,SWSCX,28.89,USA
2956,2956,MASTX,20.8,USA
2957,2957,IIRSX,29.13,USA
2958,2958,GPTCX,24.21,Sweden
2959,2959,VCBCX,21.52,USA
2960,2960,NCVLX,25.82,USA
2961,2961,GABEX,23.98,USA
2962,2962,PRMTX,21.57,USA
2963,2963,OGIYX,25.46,USA
2964,2964,ALVAX,24.71,USA
2965,2965,LMOPX,25.62,USA
2966,2966,WBRRX,22.98,USA
2967,2967,PAROX,23.47,USA
2968,2968,JSVTX,28.26,USA
2969,2969,JGVVX,21.28,USA
2970,2970,OD6Q.SG,22.19,Germany
2971,2971,PYSCX,27.86,USA
2972,2972,MBLAX,22.97,USA
2973,2973,OTCIX,21.88,USA
2974,2974,MOSLX,21.67,USA
2975,2975,DFSCX,29.34,USA
2976,2976,EKGCX,24.63,USA
2977,2977,LADYX,28.79,USA
2978,2978,RSPYX,28.69,USA
2979,2979,SUR-RVBFE.MX,23.06,Mexico
2980,2980,IGVWX,22.66,USA
2981,2981,ECCGX,22.9,USA
2982,2982,GLBIX,23.26,USA
2983,2983,JMVIX,24.76,USA
2984,2984,TEBIX,21.03,USA
2985,2985,WLGAX,19.3,USA
2986,2986,SABIX,22.58,USA
2987,2987,XG41.SW,20.07,
2988,2988,JOEMX,26.61,USA
2989,2989,MLPAX,36.51,USA
2990,2990,PRUAX,29.08,USA
2991,2991,BROAX,21.76,USA
2992,2992,JLHAX,23.92,USA
2993,2993,EEMCX,24.47,USA
2994,2994,NGRRX,22.54,USA
2995,2995,S3294.MC,21.87,Spain
2996,2996,CFLIX,20.96,USA
2997,2997,PEIZX,23.26,USA
2998,2998,TVOAX,29.32,USA
2999,2999,NSMRX,26.7,USA
3000,3000,FUGIX,32.61,USA
3001,3001,IAXAX,22.59,USA
3002,3002,GSICX,20.76,USA
3003,3003,VFAIX,23.88,USA
3004,3004,MDIJX,21.92,USA
3005,3005,FFTYX,19.85,USA
3006,3006,STVZX,23.01,USA
3007,3007,SWANX,21.48,USA
3008,3008,GSQTX,28.9,USA
3009,3009,VECTSICF.MX,23.09,Mexico
3010,3010,DFEVX,31.14,USA
3011,3011,LGOPX,22.54,USA
3012,3012,COVRX,26.1,USA
3013,3013,MUERX,21.58,USA
3014,3014,ACGMX,24.77,USA
3015,3015,WBSIX,28.24,USA
3016,3016,LCTRX,36.13,USA
3017,3017,TSGGX,23.11,USA
3018,3018,PYREX,17.56,USA
3019,3019,TRRJX,23.49,USA
3020,3020,NRGSX,23.3,USA
3021,3021,LVOFX,25.7,USA
3022,3022,MALOX,22.64,USA
3023,3023,OBEGX,25.61,USA
3024,3024,JDVFX,23.43,USA
3025,3025,STMSX,27.18,USA
3026,3026,IUCEX,20.04,USA
3027,3027,IRSBX,15.6,USA
3028,3028,PMACX,27.02,USA
3029,3029,FAGAX,22.8,USA
3030,3030,AEPCX,24.1,USA
3031,3031,MUSEX,21.58,USA
3032,3032,PJGCX,23.51,USA
3033,3033,HLMGX,21.65,USA
3034,3034,FAFFX,23.58,USA
3035,3035,JTSIX,22.25,USA
3036,3036,DKINVO.CO,21.91,Denmark
3037,3037,BOGSX,21.68,USA
3038,3038,AEMTX,27.01,USA
3039,3039,NAIGX,22.54,USA
3040,3040,MCOAX,27.17,USA
3041,3041,JABLX,21.27,USA
3042,3042,RWIEX,22.7,USA
3043,3043,JNPLX,24.64,USA
3044,3044,BAPEX,23.75,USA
3045,3045,EUGDX,20.35,USA
3046,3046,RAGTX,21.58,USA
3047,3047,TOLLX,22.98,USA
3048,3048,FACGX,22.8,USA
3049,3049,S3370.MC,24.03,Spain
3050,3050,USSPX,22.2,USA
3051,3051,MBCSX,21.47,USA
3052,3052,FAINX,23.07,USA
3053,3053,FLCEX,23.06,USA
3054,3054,SFPIX,23.33,USA
3055,3055,RDIIX,25.72,USA
3056,3056,VVIAX,24.15,USA
3057,3057,BHPF.AS,15.15,Netherlands
3058,3058,EXHAX,23.0,USA
3059,3059,ARGAX,27.92,USA
3060,3060,SNTCX,23.26,USA
3061,3061,RYTSX,24.42,USA
3062,3062,WABIX,25.86,USA
3063,3063,LKSCX,28.28,USA
3064,3064,VRVIX,24.01,USA
3065,3065,WFGRX,24.28,USA
3066,3066,CGFAX,23.63,USA
3067,3067,ACUIX,24.25,USA
3068,3068,HWCIX,25.33,USA
3069,3069,ABPRX,21.2,USA
3070,3070,HNCYX,21.6,USA
3071,3071,STLDX,23.78,USA
3072,3072,VCSLX,29.04,USA
3073,3073,LADFX,28.79,USA
3074,3074,GABAX,23.72,USA
3075,3075,JDMRX,22.5,USA
3076,3076,JAQIX,23.41,USA
3077,3077,FRUSX,31.49,USA
3078,3078,IMOYX,23.78,USA
3079,3079,JGSMX,27.68,USA
3080,3080,SMCYX,27.74,Sweden
3081,3081,VALMX16B2FI.MX,34.59,Mexico
3082,3082,NYVBX,22.56,USA
3083,3083,INR.DE,25.97,Germany
3084,3084,MALTX,28.89,USA
3085,3085,ACRNX,25.17,USA
3086,3086,MBAPX,21.46,USA
3087,3087,LEVOX,20.51,USA
3088,3088,JVMCX,24.69,USA
3089,3089,TIQIX,21.38,USA
3090,3090,MBESX,21.83,USA
3091,3091,VTCAX,22.55,USA
3092,3092,FBFRX,26.67,USA
3093,3093,NMGAX,23.42,USA
3094,3094,MNHIX,23.0,USA
3095,3095,EAIFX,23.54,USA
