,
,
,
Dec-18,"1,437"
Jun 2019,"1,609"
Dec 2019,"1,779"
Jun 2020,"1,833"
Dec 2020,"2,524"
Jun 2021,"2,953"
Dec 2021,"3,368"
Jun 2022,"2,796"
Dec 2022,"2,926"
Jun 2023,"3,256"
Dec 2023,"3,360"
