,Date,Close,Company
0,2019-01-02 00:00:00-05:00,37.708587646484375,AAPL
1,2019-01-03 00:00:00-05:00,33.952537536621094,AAPL
2,2019-01-04 00:00:00-05:00,35.40195083618164,AAPL
3,2019-01-07 00:00:00-05:00,35.323158264160156,AAPL
4,2019-01-08 00:00:00-05:00,35.99652862548828,AAPL
5,2019-01-09 00:00:00-05:00,36.60780715942383,AAPL
6,2019-01-10 00:00:00-05:00,36.724815368652344,AAPL
7,2019-01-11 00:00:00-05:00,36.36425018310547,AAPL
8,2019-01-14 00:00:00-05:00,35.81743621826172,AAPL
9,2019-01-15 00:00:00-05:00,36.550506591796875,AAPL
10,2019-01-16 00:00:00-05:00,36.99702835083008,AAPL
11,2019-01-17 00:00:00-05:00,37.216697692871094,AAPL
12,2019-01-18 00:00:00-05:00,37.4459342956543,AAPL
13,2019-01-22 00:00:00-05:00,36.60542297363281,AAPL
14,2019-01-23 00:00:00-05:00,36.753475189208984,AAPL
15,2019-01-24 00:00:00-05:00,36.462158203125,AAPL
16,2019-01-25 00:00:00-05:00,37.67039489746094,AAPL
17,2019-01-28 00:00:00-05:00,37.32176208496094,AAPL
18,2019-01-29 00:00:00-05:00,36.9349365234375,AAPL
19,2019-01-30 00:00:00-05:00,39.4588737487793,AAPL
20,2019-01-31 00:00:00-05:00,39.74302673339844,AAPL
21,2019-02-01 00:00:00-05:00,39.76213073730469,AAPL
22,2019-02-04 00:00:00-05:00,40.891578674316406,AAPL
23,2019-02-05 00:00:00-05:00,41.591209411621094,AAPL
24,2019-02-06 00:00:00-05:00,41.60552978515625,AAPL
25,2019-02-07 00:00:00-05:00,40.81754684448242,AAPL
26,2019-02-08 00:00:00-05:00,40.86551284790039,AAPL
27,2019-02-11 00:00:00-05:00,40.63050079345703,AAPL
28,2019-02-12 00:00:00-05:00,40.980621337890625,AAPL
29,2019-02-13 00:00:00-05:00,40.81035232543945,AAPL
30,2019-02-14 00:00:00-05:00,40.959041595458984,AAPL
31,2019-02-15 00:00:00-05:00,40.8679084777832,AAPL
32,2019-02-19 00:00:00-05:00,40.99020767211914,AAPL
33,2019-02-20 00:00:00-05:00,41.253997802734375,AAPL
34,2019-02-21 00:00:00-05:00,41.021385192871094,AAPL
35,2019-02-22 00:00:00-05:00,41.47943115234375,AAPL
36,2019-02-25 00:00:00-05:00,41.781578063964844,AAPL
37,2019-02-26 00:00:00-05:00,41.80555725097656,AAPL
38,2019-02-27 00:00:00-05:00,41.93505096435547,AAPL
39,2019-02-28 00:00:00-05:00,41.5225830078125,AAPL
40,2019-03-01 00:00:00-05:00,41.95903396606445,AAPL
41,2019-03-04 00:00:00-05:00,42.17006301879883,AAPL
42,2019-03-05 00:00:00-05:00,42.093318939208984,AAPL
43,2019-03-06 00:00:00-05:00,41.85111999511719,AAPL
44,2019-03-07 00:00:00-05:00,41.3667106628418,AAPL
45,2019-03-08 00:00:00-05:00,41.465023040771484,AAPL
46,2019-03-11 00:00:00-04:00,42.90147399902344,AAPL
47,2019-03-12 00:00:00-04:00,43.38349151611328,AAPL
48,2019-03-13 00:00:00-04:00,43.57533264160156,AAPL
49,2019-03-14 00:00:00-04:00,44.05974197387695,AAPL
50,2019-03-15 00:00:00-04:00,44.63287353515625,AAPL
51,2019-03-18 00:00:00-04:00,45.08850860595703,AAPL
52,2019-03-19 00:00:00-04:00,44.731197357177734,AAPL
53,2019-03-20 00:00:00-04:00,45.122093200683594,AAPL
54,2019-03-21 00:00:00-04:00,46.78395080566406,AAPL
55,2019-03-22 00:00:00-04:00,45.815128326416016,AAPL
56,2019-03-25 00:00:00-04:00,45.26118087768555,AAPL
57,2019-03-26 00:00:00-04:00,44.793556213378906,AAPL
58,2019-03-27 00:00:00-04:00,45.196434020996094,AAPL
59,2019-03-28 00:00:00-04:00,45.256378173828125,AAPL
60,2019-03-29 00:00:00-04:00,45.55133056640625,AAPL
61,2019-04-01 00:00:00-04:00,45.86068344116211,AAPL
62,2019-04-02 00:00:00-04:00,46.52735900878906,AAPL
63,2019-04-03 00:00:00-04:00,46.84629821777344,AAPL
64,2019-04-04 00:00:00-04:00,46.92783737182617,AAPL
65,2019-04-05 00:00:00-04:00,47.241981506347656,AAPL
66,2019-04-08 00:00:00-04:00,47.985382080078125,AAPL
67,2019-04-09 00:00:00-04:00,47.84149169921875,AAPL
68,2019-04-10 00:00:00-04:00,48.11008071899414,AAPL
69,2019-04-11 00:00:00-04:00,47.709598541259766,AAPL
